日期,代码,名称,当前价,涨幅(%),EMA200,建议止损价,绿线,红线,换手率(%),市盈率(动),总市值(亿),流通市值(亿),年涨幅(%)
2025-12-19,002993,奥海科技,42.72,0.8,41.57,40.28,-29.34,-32.58,0.87,24.66,117.92,101.86,6.51
2025-12-19,002998,优彩资源,7.59,1.88,7.45,7.1,-57.55,-62.58,1.49,39.61,26.72,20.32,34.34
2025-12-19,002999,天禾股份,6.88,3.3,6.73,6.38,-45.42,-51.05,2.11,50.87,23.91,23.65,18.62
2025-12-19,003008,开普检测,22.0,1.66,21.19,20.72,-42.57,-44.38,1.55,29.66,22.88,17.13,31.19
2025-12-19,003010,若羽臣,36.99,9.99,34.71,31.21,-42.73,-53.09,5.21,82.36,115.06,83.65,165.92
2025-12-19,003011,海象新材,22.06,3.52,19.03,19.69,-38.79,-39.26,3.74,18.79,22.65,17.23,50.99
2025-12-19,003027,同兴科技,20.17,4.72,18.16,18.06,-37.87,-40.98,7.48,31.91,26.37,21.15,36.75
2025-12-19,003030,祖名股份,21.38,4.19,19.08,19.18,-18.93,-22.39,3.05,62.21,26.68,16.97,40.38
2025-12-19,003033,征和工业,66.31,5.17,51.36,56.37,-3.93,-10.58,4.64,30.64,54.21,53.54,151.65
2025-12-19,003035,南网能源,4.67,0.65,4.66,4.49,-33.18,-33.83,0.3,38.75,176.89,176.89,11.99
2025-12-19,003036,泰坦股份,15.88,3.79,15.47,14.31,-50.8,-51.56,1.29,61.15,34.34,34.34,31.67
2025-12-19,600010,包钢股份,2.37,1.28,2.2,2.24,-56.21,-57.56,1.33,346.12,1073.34,743.72,27.42
2025-12-19,600021,上海电力,19.61,2.67,14.44,17.64,-47.02,-47.67,1.92,13.61,553.23,553.23,120.58
2025-12-19,600022,山东钢铁,1.52,2.7,1.45,1.43,-31.92,-35.14,1.14,87.24,162.62,162.62,4.83
2025-12-19,600031,三一重工,21.24,1.14,19.8,20.18,6.83,3.98,0.62,20.53,1953.02,1799.96,34.35
2025-12-19,600051,宁波联合,7.56,2.72,7.28,7.07,-49.05,-54.79,1.5,26.27,23.5,23.5,17.76
2025-12-19,600064,南京高科,8.33,0.73,7.72,8.03,-48.34,-51.21,0.72,4.43,144.14,144.14,11.51
2025-12-19,600076,康欣新材,3.15,10.14,2.53,2.68,-15.33,-28.09,7.5,-16.77,42.35,42.35,51.44
2025-12-19,600096,云天化,29.85,0.27,24.93,28.03,-38.76,-39.19,1.93,8.63,544.16,544.16,44.13
2025-12-19,600107,ST尔雅,6.76,4.97,5.45,5.93,-49.07,-53.27,2.19,-51.15,24.34,24.34,47.92
2025-12-19,600108,亚盛集团,3.3,10.0,3.0,2.83,-21.66,-26.17,8.09,136.71,64.25,64.25,13.01
2025-12-19,600114,东睦股份,30.61,3.24,24.47,28.46,42.87,38.12,3.68,34.9,193.27,188.67,92.88
2025-12-19,600117,西宁特钢,2.83,2.91,2.77,2.63,-50.77,-54.34,1.06,-12.3,92.12,92.12,25.78
2025-12-19,600128,苏豪弘业,10.87,3.03,10.45,10.01,-22.93,-27.24,2.72,41.27,27.36,26.82,35.54
2025-12-19,600143,金发科技,17.9,2.29,14.36,16.69,-46.79,-48.52,2.18,33.25,471.95,471.63,109.6
2025-12-19,600149,廊坊发展,5.21,2.76,5.19,4.81,-48.21,-52.03,2.04,1353.2,19.81,19.81,27.7
2025-12-19,600152,维科技术,6.78,3.04,6.55,6.11,-41.73,-42.25,4.05,-45.33,35.87,35.87,12.81
2025-12-19,600158,中体产业,8.86,3.02,8.64,8.26,-20.64,-26.65,2.53,-302.62,85.01,85.01,7.39
2025-12-19,600159,大龙地产,2.87,4.36,2.79,2.55,-56.72,-59.34,2.92,-169.34,23.82,23.82,19.58
2025-12-19,600162,香江控股,1.9,3.26,1.84,1.72,-50.95,-54.52,1.65,-89.18,62.1,62.1,-0.52
2025-12-19,600168,武汉控股,5.14,0.39,4.88,4.89,-47.38,-49.29,1.05,46.18,51.06,51.06,16.82
2025-12-19,600170,上海建工,2.69,2.28,2.58,2.53,-52.22,-56.27,2.12,14.8,239.03,239.03,3.86
2025-12-19,600173,卧龙新能,7.08,1.58,6.98,6.58,-54.92,-56.21,1.15,49.1,49.6,49.59,78.79
2025-12-19,600182,S佳通,15.43,0.06,15.42,14.85,-23.29,-23.46,0.83,32.33,52.46,26.23,-5.45
2025-12-19,600202,哈空调,5.93,2.77,5.67,5.47,-48.39,-54.33,2.0,-71.57,22.73,22.73,33.56
2025-12-19,600207,安彩高科,5.12,2.2,4.88,4.72,-31.92,-32.59,1.24,-11.7,55.77,55.77,14.8
2025-12-19,600211,西藏药业,42.45,3.46,40.88,40.17,-39.21,-44.62,1.49,14.22,136.82,136.82,21.04
2025-12-19,600235,民丰特纸,6.65,2.62,6.42,6.2,-54.75,-60.87,1.71,93.99,23.36,23.36,17.7
2025-12-19,600241,时代万恒,8.48,2.05,8.12,7.86,-45.89,-46.88,1.23,1115.38,24.96,24.96,26.76
2025-12-19,600252,中恒集团,2.89,4.33,2.66,2.63,-10.62,-12.6,2.88,281.07,92.34,92.02,17.48
2025-12-19,600265,ST景谷,20.83,1.36,18.99,19.39,-9.21,-9.54,0.19,-9.53,27.04,27.04,19.03
2025-12-19,600267,海正药业,10.29,1.78,10.06,9.78,-52.49,-53.05,0.67,20.07,123.36,123.29,27.04
2025-12-19,600259,广晟有色,52.9,6.12,50.52,46.54,-45.83,-50.25,4.9,104.64,177.97,177.97,90.22
2025-12-19,600278,东方创业,7.68,2.26,7.39,7.14,-47.18,-50.83,0.82,27.9,66.96,66.96,11.47
2025-12-19,600284,浦东建设,8.07,1.0,7.33,7.51,5.56,4.47,1.18,24.33,78.3,78.3,32.51
2025-12-19,600288,大恒科技,15.02,0.67,11.75,14.31,-25.18,-32.5,1.79,71.58,65.61,65.61,75.88
2025-12-19,600307,酒钢宏兴,1.65,2.48,1.57,1.54,-16.9,-18.74,1.39,-10.91,103.35,103.35,3.77
2025-12-19,600308,华泰股份,3.85,2.12,3.62,3.61,-39.79,-43.57,0.92,60.34,58.4,58.4,6.06
2025-12-19,600319,亚星化学,9.36,4.93,6.83,8.25,-7.0,-10.77,2.56,-18.91,36.29,36.29,95.0
2025-12-19,600335,国机汽车,6.5,2.52,6.33,6.12,18.68,7.64,1.93,20.2,97.23,97.23,6.21
2025-12-19,600338,西藏珠峰,13.78,2.38,11.77,12.36,-32.61,-34.7,4.33,21.64,125.98,125.98,29.76
2025-12-19,600360,*ST华微,7.93,0.63,7.59,7.63,-39.47,-42.68,0.71,38.23,76.15,76.15,75.83
2025-12-19,600359,新农开发,7.18,3.76,7.05,6.58,-30.49,-33.37,3.05,190.9,27.39,27.39,12.36
2025-12-19,600365,ST通葡,3.24,1.25,3.17,3.05,-25.25,-26.9,0.5,-22.58,14.62,13.84,9.46
2025-12-19,600370,三房巷,2.18,2.83,2.03,1.97,-41.9,-42.77,0.6,-13.65,84.95,84.95,18.48
2025-12-19,600378,昊华科技,30.18,1.07,27.71,28.45,-8.51,-9.22,0.54,23.71,389.32,323.7,5.45
2025-12-19,600382,广东明珠,7.23,2.12,5.71,6.77,12.07,4.79,1.37,16.11,50.21,50.21,67.75
2025-12-19,600392,盛和资源,21.19,3.42,17.38,19.49,-19.97,-27.0,3.22,35.37,371.42,371.42,109.18
2025-12-19,600400,红豆股份,2.5,3.73,2.45,2.24,-52.18,-55.2,2.95,-19.65,57.28,57.28,0.4
2025-12-19,600425,青松建化,4.26,1.43,4.14,4.03,-48.64,-51.8,1.39,16.38,68.36,58.74,11.52
2025-12-19,600435,北方导航,14.01,1.45,13.45,13.16,-6.66,-6.68,1.74,127.54,211.74,211.74,43.84
2025-12-19,600470,六国化工,6.03,2.38,5.96,5.47,-37.73,-41.91,3.81,-11.38,31.45,31.45,10.44
2025-12-19,600488,津药药业,4.26,2.16,4.24,4.01,-41.8,-47.44,0.65,50.17,46.51,46.51,2.9
2025-12-19,600512,腾达建设,2.45,2.51,2.37,2.3,-47.99,-52.41,1.41,18.6,39.05,38.89,4.26
2025-12-19,600513,联环药业,17.98,1.64,15.67,16.52,-38.63,-40.4,2.19,-109.79,51.33,51.33,83.1
2025-12-19,600526,菲达环保,5.3,2.91,5.01,4.93,-48.29,-52.2,1.01,17.34,47.1,46.27,20.73
2025-12-19,600523,贵航股份,15.28,1.66,14.2,14.39,40.51,39.78,2.34,39.23,61.78,61.74,29.6
2025-12-19,600531,豫光金铅,10.95,1.2,9.0,9.86,-34.42,-36.07,3.49,16.0,132.41,132.41,76.61
2025-12-19,600533,栖霞建设,2.62,3.56,2.57,2.36,-52.52,-57.03,2.06,196.13,27.51,27.51,11.97
2025-12-19,600545,卓郎智能,2.61,1.95,2.57,2.42,-60.8,-64.28,1.06,-14.65,46.66,46.66,8.75
2025-12-19,600556,天下秀,5.8,1.4,5.38,5.13,-42.67,-43.49,4.11,220.54,104.85,104.85,11.75
2025-12-19,600558,大西洋,5.92,7.05,5.22,5.28,5.26,3.53,7.68,28.06,53.14,53.14,51.02
2025-12-19,600596,新安股份,11.02,1.47,9.43,10.12,-19.24,-21.74,1.33,156.28,148.73,148.73,26.96
2025-12-19,600595,中孚实业,7.84,3.84,5.05,6.9,44.53,41.62,1.88,19.85,314.22,314.22,177.03
2025-12-19,600599,*ST熊猫,9.08,2.95,8.78,8.27,-44.88,-47.29,2.73,83.37,15.07,15.07,-33.33
2025-12-19,600604,市北高新,5.48,2.62,5.37,5.09,-53.65,-53.68,0.95,-41.14,102.66,77.13,15.37
2025-12-19,600620,天宸股份,6.62,9.97,5.82,5.71,-16.45,-20.82,2.3,128.78,45.46,45.46,15.94
2025-12-19,600626,申达股份,4.67,2.64,4.1,4.3,-40.71,-47.56,0.96,-182.07,61.68,51.74,27.95
2025-12-19,600665,天地源,3.44,4.56,3.29,3.05,-45.22,-48.26,1.78,-10.16,29.73,29.73,9.9
2025-12-19,600676,交运股份,5.96,6.81,5.24,5.3,-53.99,-62.03,2.04,-159.74,61.3,61.3,32.15
2025-12-19,600681,百川能源,4.09,1.74,3.69,3.76,-38.96,-41.07,2.59,21.75,54.84,54.8,25.08
2025-12-19,600691,潞化科技,2.86,1.78,2.53,2.63,-44.07,-44.74,0.55,-14.01,67.95,67.94,28.83
2025-12-19,600702,舍得酒业,58.0,1.05,57.59,54.39,-41.86,-42.06,1.49,30.67,193.0,192.92,-11.46
2025-12-19,600711,盛屯矿业,13.82,3.83,7.97,12.0,43.38,43.07,4.25,18.83,427.12,427.12,189.73
2025-12-19,600714,金瑞矿业,12.14,5.2,11.76,10.93,-37.25,-41.1,3.56,57.44,34.98,34.98,25.8
2025-12-19,600724,宁波富达,5.47,1.86,4.88,5.07,-6.84,-9.62,0.78,35.08,79.05,79.04,-11.92
2025-12-19,600743,华远控股,2.06,3.52,2.06,1.88,-38.93,-39.03,1.25,-99.3,48.33,48.33,-2.83
2025-12-19,600748,上实发展,5.39,2.86,4.16,4.92,-55.89,-57.98,0.89,-12.23,99.42,99.42,49.72
2025-12-19,600751,海航科技,3.77,1.07,3.74,3.47,-46.3,-47.57,1.27,84.66,109.31,97.01,43.35
2025-12-19,600768,宁波富邦,13.22,3.04,11.57,12.06,-22.55,-22.77,2.21,82.17,17.68,17.68,57.01
2025-12-19,600791,京能置业,4.93,3.35,4.72,4.44,-51.06,-53.8,1.62,-6.25,22.33,22.3,20.24
2025-12-19,600796,钱江生化,6.18,2.66,5.92,5.71,-38.53,-41.08,2.14,26.53,53.56,19.25,8.23
2025-12-19,600808,马钢股份,3.82,2.96,3.56,3.51,-39.98,-42.73,1.12,263.81,294.17,227.97,23.62
2025-12-19,600826,兰生股份,10.75,2.28,9.63,9.96,-37.32,-37.44,0.92,32.74,79.07,79.07,29.21
2025-12-19,600831,广电网络,4.36,2.11,3.93,3.96,-47.87,-49.71,1.43,-3.85,31.0,31.0,70.98
2025-12-19,600841,动力新科,6.37,1.92,6.22,5.97,16.38,15.05,0.81,-18.96,88.4,66.44,25.64
2025-12-19,600847,万里股份,11.67,3.37,10.82,10.63,-46.54,-51.46,1.71,-40.46,17.89,17.89,44.07
2025-12-19,600857,宁波中百,14.7,2.58,12.26,13.01,-41.29,-42.74,3.99,53.75,32.98,32.98,58.06
2025-12-19,600871,石化油服,2.16,1.89,2.05,2.01,-46.37,-48.17,0.99,45.9,409.47,292.62,5.88
2025-12-19,600877,电科芯片,15.68,0.9,13.29,14.47,34.99,28.63,3.34,1402.04,185.66,185.66,18.88
2025-12-19,600883,博闻科技,8.12,2.65,7.89,7.49,-48.69,-54.32,1.5,64.62,19.17,19.17,25.12
2025-12-19,600884,杉杉股份,14.05,4.31,10.39,12.68,23.82,13.4,6.57,83.58,316.04,257.83,88.59
2025-12-19,600888,新疆众和,7.88,1.94,7.29,7.36,-24.6,-30.59,1.5,15.63,110.61,110.61,15.37
2025-12-19,600908,无锡银行,6.04,1.0,5.82,5.78,-25.0,-27.99,0.7,5.42,132.56,120.76,8.24
2025-12-19,600929,雪天盐业,5.88,0.17,5.42,5.56,-24.6,-29.34,0.63,221.67,96.44,96.41,6.91
2025-12-19,600935,华塑股份,2.49,2.47,2.47,2.32,-50.74,-52.22,0.55,-55.99,89.51,87.33,-1.19
2025-12-19,600955,维远股份,14.89,0.68,14.3,14.15,-14.07,-15.9,0.47,-34.24,81.9,81.9,-2.3
2025-12-19,600966,博汇纸业,6.14,1.49,4.93,5.68,3.43,-1.62,0.98,50.68,82.08,82.08,19.69
2025-12-19,600965,福成股份,5.7,3.07,5.25,5.14,-18.24,-23.86,2.01,65.07,46.67,46.67,31.34
2025-12-19,600973,宝胜股份,6.8,6.42,5.25,5.91,42.52,42.33,13.33,117.56,93.25,93.25,7.94
2025-12-19,600980,北矿科技,22.68,2.35,21.34,21.32,-43.22,-51.24,1.93,38.35,42.92,42.59,49.8
2025-12-19,601012,隆基绿能,18.08,2.15,16.87,16.81,-35.93,-38.98,1.83,-30.19,1370.11,1370.11,15.09
2025-12-19,601020,华钰矿业,26.99,0.82,22.82,24.68,-50.72,-52.6,2.71,20.71,221.31,221.31,114.55
2025-12-19,601113,华鼎股份,4.49,0.45,4.14,4.17,4.63,1.37,2.08,19.81,49.58,49.58,15.13
2025-12-19,601126,四方股份,29.45,1.17,19.58,26.82,36.11,34.29,3.18,26.14,245.37,242.99,81.34
2025-12-19,601139,深圳燃气,6.56,0.31,6.52,6.41,-40.36,-43.69,0.27,15.43,188.71,188.71,-4.93
2025-12-19,601163,三角轮胎,14.6,0.07,14.03,14.17,-23.09,-29.83,0.49,12.84,116.8,116.8,0.41
2025-12-19,601187,厦门银行,7.82,1.69,6.45,7.25,51.53,48.93,0.61,7.98,206.38,205.93,46.44
2025-12-19,601188,龙江交通,3.51,1.74,3.51,3.32,-37.69,-39.84,1.48,21.97,45.82,45.82,-0.57
2025-12-19,601199,江南水务,5.67,0.89,5.52,5.47,-41.23,-46.01,0.39,14.44,53.03,53.03,5.19
2025-12-19,601368,绿城水务,4.94,1.02,4.93,4.72,-52.38,-56.79,0.69,24.17,43.62,43.62,4.44
2025-12-19,601388,怡球资源,2.91,2.46,2.7,2.67,-35.12,-37.04,2.03,49.27,64.06,64.06,18.29
2025-12-19,601512,中新集团,8.68,0.23,8.16,8.27,-46.85,-46.95,0.35,11.76,130.1,130.1,14.97
2025-12-19,601518,吉林高速,2.88,1.41,2.76,2.72,-48.45,-50.48,0.77,10.32,54.45,54.45,7.06
2025-12-19,601599,浙文影业,3.89,4.01,3.73,3.57,-12.35,-14.17,2.9,24.74,45.15,45.15,8.66
2025-12-19,601600,中国铝业,10.85,3.04,7.86,9.78,-7.08,-9.62,1.74,12.84,1861.39,1428.47,53.03
2025-12-19,601609,金田股份,10.37,0.88,8.8,9.84,-23.12,-28.37,1.1,22.85,179.26,179.26,79.1
2025-12-19,601611,中国核建,12.71,4.87,9.82,11.7,25.43,20.29,3.83,25.97,383.06,383.06,42.17
2025-12-19,601678,滨化股份,4.28,1.9,4.22,4.04,-43.22,-44.9,1.19,34.33,88.03,87.45,15.36
2025-12-19,601777,千里科技,10.45,2.45,9.72,9.63,-34.55,-38.7,0.66,665.06,472.45,472.45,36.6
2025-12-19,601866,中远海发,2.5,1.21,2.47,2.38,-43.83,-46.06,0.68,17.79,329.94,243.8,-2.72
2025-12-19,601868,中国能建,2.36,1.29,2.35,2.28,-43.54,-47.69,0.89,23.38,983.91,765.32,4.89
2025-12-19,601877,正泰电器,28.37,1.03,25.08,26.89,-1.52,-2.22,0.9,10.94,609.66,609.66,24.38
2025-12-19,601888,中国中免,82.81,8.25,67.4,71.69,-20.06,-20.29,3.99,42.1,1713.22,1616.84,26.02
2025-12-19,601921,浙版传媒,7.97,1.92,7.95,7.64,-39.1,-39.62,0.44,20.97,177.11,177.11,6.55
2025-12-19,601929,吉视传媒,3.37,2.74,2.86,3.01,-60.13,-60.24,4.3,-25.46,117.61,117.61,80.21
2025-12-19,601956,东贝集团,6.95,1.31,6.7,6.58,-55.89,-57.82,1.37,31.05,43.2,43.2,46.93
2025-12-19,601968,宝钢包装,5.42,3.83,5.02,4.97,1.73,-6.18,1.2,29.51,69.15,69.15,11.29
2025-12-19,601992,金隅集团,1.67,2.45,1.62,1.56,-41.4,-41.49,0.88,-9.38,178.32,139.18,-3.47
2025-12-19,603001,奥康国际,9.02,7.25,7.46,7.72,-24.17,-30.09,5.31,-12.95,36.17,36.17,30.16
2025-12-19,603011,合锻智能,22.73,3.08,16.5,20.38,22.33,21.97,12.44,-190.14,112.38,112.38,231.82
2025-12-19,603019,中科曙光,85.85,1.14,81.49,79.72,-58.15,-59.52,2.94,97.51,1256.08,1255.73,19.15
2025-12-19,603025,大豪科技,17.28,1.65,15.05,16.34,-32.71,-36.15,0.83,24.09,192.96,191.67,15.97
2025-12-19,603030,全筑股份,2.95,2.08,2.86,2.66,-46.32,-47.86,2.71,-32.38,38.85,38.85,17.53
2025-12-19,603029,天鹅股份,18.3,1.95,18.29,17.12,-50.64,-54.34,1.82,31.78,22.21,22.21,6.89
2025-12-19,603037,凯众股份,13.75,4.32,12.55,12.29,-14.23,-17.75,4.99,47.43,36.86,36.66,42.34
2025-12-19,603041,美思德,12.11,3.24,12.08,11.28,-49.39,-55.35,1.17,36.83,22.18,22.18,14.57
2025-12-19,603035,常熟汽饰,15.27,1.73,14.62,14.47,-44.11,-49.37,1.81,12.05,55.94,55.94,8.68
2025-12-19,603045,福达合金,19.14,1.11,17.98,17.84,-58.32,-59.33,1.64,35.03,25.92,25.92,50.95
2025-12-19,603073,彩蝶实业,18.77,2.4,17.13,17.33,-29.91,-33.67,2.87,25.97,21.77,9.55,31.17
2025-12-19,603098,森特股份,12.72,1.52,11.7,11.9,-39.21,-39.92,0.48,53.48,68.65,68.54,33.19
2025-12-19,603111,康尼机电,6.97,1.01,6.86,6.73,-36.68,-41.25,0.56,17.29,60.08,59.0,20.38
2025-12-19,603115,海星股份,18.39,1.32,16.16,17.35,-21.38,-26.69,0.84,22.68,44.48,44.48,49.39
2025-12-19,603116,红蜻蜓,5.97,4.74,5.86,5.39,-37.75,-41.26,1.58,-49.57,34.4,34.4,12.64
2025-12-19,603129,春风动力,297.21,3.0,223.97,268.55,51.47,50.19,0.9,24.03,453.48,453.48,93.98
2025-12-19,603137,恒尚节能,14.12,2.1,13.82,13.33,-47.24,-49.75,2.91,41.16,25.83,10.41,34.22
2025-12-19,603161,科华控股,13.54,2.42,12.63,12.48,-41.09,-48.48,1.43,24.16,26.32,25.83,32.36
2025-12-19,603159,上海亚虹,23.3,3.28,18.99,20.91,-24.98,-29.23,1.86,-579.65,32.62,32.62,50.71
2025-12-19,603182,嘉华股份,15.96,2.7,13.68,14.72,-20.59,-26.21,1.22,23.97,26.26,26.26,43.65
2025-12-19,603183,建研院,4.42,2.79,4.32,4.05,-53.12,-56.66,2.02,341.94,21.97,21.97,15.4
2025-12-19,603187,海容冷链,15.02,1.83,12.78,14.11,-24.3,-28.9,1.1,14.48,58.04,57.43,40.37
2025-12-19,603188,亚邦股份,4.67,2.41,4.27,4.3,-43.76,-44.34,1.84,96.78,26.63,26.63,34.58
2025-12-19,603189,网达软件,20.29,7.35,19.49,17.64,-53.47,-58.25,4.57,683.78,54.69,54.69,38.59
2025-12-19,603191,望变电气,15.16,2.16,14.11,14.14,-11.81,-13.32,2.37,46.69,50.38,50.03,20.89
2025-12-19,603200,上海洗霸,69.12,0.76,59.58,64.39,-55.76,-56.43,1.28,76.15,121.29,121.29,185.86
2025-12-19,603201,常润股份,16.76,1.58,16.19,15.88,-57.08,-61.67,0.48,14.56,31.84,31.54,22.43
2025-12-19,603213,镇洋发展,13.18,1.15,11.67,12.69,-70.52,-70.94,0.36,86.21,58.25,58.25,55.98
2025-12-19,603229,奥翔药业,9.61,1.48,9.48,9.14,-50.47,-56.39,0.45,28.91,79.79,79.79,-2.83
2025-12-19,603231,索宝蛋白,18.63,1.03,17.54,17.65,-49.84,-50.39,1.73,18.24,35.67,19.8,15.93
2025-12-19,603238,诺邦股份,17.82,3.07,17.31,16.23,-26.74,-34.33,1.33,24.73,31.63,31.63,40.76
2025-12-19,603261,*ST立航,22.82,0.8,21.38,21.19,-47.75,-51.03,0.58,-30.03,17.78,17.69,-17.91
2025-12-19,603259,药明康德,92.47,2.08,80.8,86.18,-17.49,-21.87,1.88,17.14,2759.08,2287.04,73.29
2025-12-19,603276,恒兴新材,16.58,0.61,16.27,15.8,-49.45,-51.1,1.57,63.79,34.43,12.54,22.63
2025-12-19,603282,亚光股份,19.38,1.79,17.43,18.13,-43.3,-46.74,2.21,19.66,25.93,12.44,34.68
2025-12-19,603283,赛腾股份,41.79,1.68,39.36,39.28,-33.67,-38.99,3.14,21.2,113.32,113.32,-15.11
2025-12-19,603285,键邦股份,24.69,2.02,24.31,23.08,-30.75,-32.99,2.64,27.71,39.5,15.38,9.25
2025-12-19,603303,得邦照明,13.04,0.54,12.34,12.38,-40.25,-41.84,0.17,23.66,62.19,62.19,25.14
2025-12-19,603307,扬州金泉,38.99,1.35,38.53,36.26,-59.18,-59.83,3.32,23.14,26.54,6.63,12.04
2025-12-19,603323,苏农银行,5.18,0.19,5.09,5.01,-30.04,-36.15,0.94,4.59,104.56,104.56,13.6
2025-12-19,603330,天洋新材,7.46,1.22,7.42,7.02,-45.16,-47.21,1.11,-224.32,32.28,30.34,17.67
2025-12-19,603331,百达精工,11.76,2.8,10.59,10.94,-19.03,-22.05,1.76,29.85,23.78,23.78,31.69
2025-12-19,603335,迪生力,5.74,3.99,5.2,5.17,-49.67,-50.95,2.47,-47.7,24.58,24.58,3.42
2025-12-19,603336,宏辉果蔬,8.57,1.54,7.37,7.92,-57.34,-57.39,1.02,362.96,52.17,52.17,100.7
2025-12-19,603380,易德龙,35.57,1.51,31.87,33.6,-35.41,-36.39,1.03,24.32,57.07,57.07,48.27
2025-12-19,603399,永杉锂业,10.65,2.5,9.75,9.28,-35.23,-36.72,4.24,-25.07,54.56,54.56,18.33
2025-12-19,603456,九洲药业,18.29,1.67,16.53,17.17,-33.03,-37.46,1.34,16.32,162.68,162.68,38.67
2025-12-19,603518,锦泓集团,10.77,3.56,9.64,9.76,52.56,47.88,7.66,24.45,37.19,37.03,13.49
2025-12-19,603527,众源新材,10.78,0.47,10.66,10.14,-12.42,-12.56,3.06,25.6,34.17,34.17,14.32
2025-12-19,603586,金麒麟,18.69,4.41,17.59,17.23,-15.94,-29.63,2.57,20.61,36.64,36.64,33.79
2025-12-19,603600,永艺股份,12.35,2.92,10.92,11.31,-1.93,-2.66,1.94,15.98,40.81,37.05,8.05
2025-12-19,603601,再升科技,10.39,8.23,4.59,8.58,76.05,75.92,31.66,98.8,107.03,107.03,212.01
2025-12-19,603616,韩建河山,5.21,2.56,4.83,4.77,-56.66,-58.14,2.85,156.65,20.39,20.02,48.43
2025-12-19,603661,恒林股份,33.14,0.39,29.59,31.38,-22.51,-25.86,0.4,12.4,46.09,46.09,12.84
2025-12-19,603700,宁水集团,13.02,0.54,12.13,12.39,-3.25,-9.78,1.3,25.91,26.04,26.04,32.72
2025-12-19,603711,香飘飘,15.12,0.87,13.71,13.63,22.19,18.95,2.35,-52.48,62.43,62.43,-6.38
2025-12-19,603725,天安新材,9.29,2.09,8.72,8.71,-45.0,-48.88,1.19,21.78,28.32,26.63,46.99
2025-12-19,603726,朗迪集团,21.79,1.44,18.77,20.05,-54.98,-58.93,1.71,17.25,40.45,40.25,41.4
2025-12-19,603733,仙鹤股份,22.8,0.62,22.07,21.84,-14.17,-15.92,0.28,15.56,161.36,161.36,13.26
2025-12-19,603739,蔚蓝生物,14.39,1.12,14.08,13.64,-49.69,-52.48,0.86,44.2,36.41,36.41,21.03
2025-12-19,603786,科博达,72.72,3.03,63.39,65.7,-27.36,-29.74,1.35,34.08,293.68,293.68,18.92
2025-12-19,603797,联泰环保,4.88,6.78,4.44,4.37,-31.78,-37.88,3.85,18.56,28.14,28.14,24.81
2025-12-19,603798,康普顿,15.23,1.53,12.45,13.98,-12.68,-22.39,1.96,53.5,39.06,39.06,74.66
2025-12-19,603799,华友钴业,63.71,3.22,45.49,57.39,-16.02,-25.03,4.22,21.49,1208.0,1200.35,121.45
2025-12-19,603810,丰山集团,15.89,2.52,15.43,14.58,-51.39,-53.39,1.18,46.51,26.27,26.27,75.77
2025-12-19,603813,*ST原尚,38.57,5.01,20.12,34.12,-7.78,-7.96,0.87,-74.94,40.5,40.5,232.79
2025-12-19,603836,海程邦达,13.94,1.46,13.85,12.74,-40.81,-40.9,1.87,64.01,28.61,28.61,16.07
2025-12-19,603856,东宏股份,12.48,0.89,11.79,11.91,-45.5,-48.18,0.71,15.17,35.2,35.2,15.24
2025-12-19,603876,鼎胜新材,12.74,2.91,10.18,11.4,-46.34,-47.43,2.13,28.95,118.39,118.39,45.6
2025-12-19,603880,南卫股份,6.45,3.37,6.06,5.86,-41.2,-44.75,1.68,-56.09,18.64,18.64,48.28
2025-12-19,603886,元祖股份,14.27,5.7,12.91,12.53,36.04,27.44,9.88,19.6,34.25,34.25,6.33
2025-12-19,603889,新澳股份,7.58,0.53,6.41,7.12,-24.94,-29.75,0.73,11.0,55.35,54.93,12.97
2025-12-19,603903,中持股份,15.69,2.55,9.91,13.65,-10.95,-13.36,3.11,63.12,40.06,40.06,144.01
2025-12-19,603948,建业股份,25.88,1.53,22.07,24.22,-32.58,-32.97,0.87,17.95,42.05,42.05,48.48
2025-12-19,603950,长源东谷,29.14,1.5,27.76,26.42,-53.86,-55.08,0.88,25.85,94.45,94.3,67.57
2025-12-19,603967,中创物流,12.72,0.63,11.54,12.03,24.64,20.47,0.99,16.01,44.1,44.1,38.11
2025-12-19,603976,正川股份,19.8,1.02,19.21,18.54,-38.0,-39.55,0.53,137.42,29.94,29.94,24.14
2025-12-19,603978,深圳新星,25.67,0.16,19.28,22.49,-49.83,-50.75,2.96,-65.73,54.19,54.19,66.58
2025-12-19,603998,方盛制药,11.43,2.24,10.68,10.72,-37.92,-39.81,1.33,14.03,50.19,50.19,14.19
2025-12-19,605001,威奥股份,7.26,2.54,7.23,6.75,-60.3,-64.1,1.09,34.07,28.52,28.52,14.87
2025-12-19,605003,众望布艺,25.78,9.98,21.84,20.64,-38.71,-43.28,1.78,40.59,28.36,28.36,39.43
2025-12-19,605020,永和股份,25.8,0.66,24.72,24.49,-15.45,-19.17,0.9,21.06,131.78,129.74,28.49
2025-12-19,605089,味知香,26.45,1.77,25.43,24.58,-22.11,-22.39,1.14,51.75,36.5,36.5,7.61
2025-12-19,605116,奥锐特,22.25,0.77,21.96,21.38,-40.84,-47.24,0.33,19.17,90.38,90.38,6.82
2025-12-19,605138,盛泰集团,7.15,2.58,7.08,6.6,-45.42,-49.85,0.57,76.63,39.72,39.72,30.71
